Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","Concurrency::details::_Task_impl<unsigned char>::_TransitionedToStarted","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_550df6c48817ce6ec49393f9f99350ae>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke",1,0,0.01,0.00,
"Callee","Concurrency::details::_Task_impl<unsigned char>::_TransitionedToStarted","[msvcp140.dll]",2,0,0.01,0.00,
"Root","Concurrency::details::_TaskProcHandle::_RunChoreBridge","Concurrency::details::_TaskProcHandle::_RunChoreBridge","18,006",0,97.54,0.00,
"Caller","Concurrency::details::_TaskProcHandle::_RunChoreBridge","Concurrency::details::_DefaultPPLTaskScheduler::_PPLTaskChore::_Callback","18,006",0,97.54,0.00,
"Callee","Concurrency::details::_TaskProcHandle::_RunChoreBridge","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_1c025fab119a2cfd55026f7f1a9a9e1a>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke","7,279",0,39.43,0.00,
"Callee","Concurrency::details::_TaskProcHandle::_RunChoreBridge","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_30beb90ccf03f2d3b18357c0d69a2f78>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke",179,0,0.97,0.00,
"Callee","Concurrency::details::_TaskProcHandle::_RunChoreBridge","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_550df6c48817ce6ec49393f9f99350ae>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke","10,548",0,57.14,0.00,
"Root","Concurrency::task_options::task_options","Concurrency::task_options::task_options",1,0,0.01,0.00,
"Caller","Concurrency::task_options::task_options","std::_Task_async_state<void>::_Task_async_state<void><std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *),double * &,unsigned __int64 &,unsigned int &,double &,double &,enum derivatives::OptionType &,double &,double &,unsigned int &,double &,double * &> >",1,0,0.01,0.00,
"Callee","Concurrency::task_options::task_options","[msvcp140.dll]",1,1,0.01,0.01,
"Root","Concurrency::task<unsigned char>::_CreateImpl","Concurrency::task<unsigned char>::_CreateImpl",3,1,0.02,0.01,
"Caller","Concurrency::task<unsigned char>::_CreateImpl","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >",1,0,0.01,0.00,
"Caller","Concurrency::task<unsigned char>::_CreateImpl","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >",2,1,0.01,0.01,
"Callee","Concurrency::task<unsigned char>::_CreateImpl","Concurrency::details::_Task_impl_base::_Task_impl_base",1,0,0.01,0.00,
"Callee","Concurrency::task<unsigned char>::_CreateImpl","operator new",1,0,0.01,0.00,
"Root","Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_30beb90ccf03f2d3b18357c0d69a2f78>,Concurrency::details::_TypeSelectorNoAsync>::`scalar deleting destructor'","Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_30beb90ccf03f2d3b18357c0d69a2f78>,Concurrency::details::_TypeSelectorNoAsync>::`scalar deleting destructor'",1,0,0.01,0.00,
"Caller","Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_30beb90ccf03f2d3b18357c0d69a2f78>,Concurrency::details::_TypeSelectorNoAsync>::`scalar deleting destructor'","Concurrency::details::_DefaultPPLTaskScheduler::_PPLTaskChore::_Callback",1,0,0.01,0.00,
"Callee","Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_30beb90ccf03f2d3b18357c0d69a2f78>,Concurrency::details::_TypeSelectorNoAsync>::`scalar deleting destructor'","[ucrtbase.dll]",1,0,0.01,0.00,
"Root","Concurrency::task<void>::task<void><<lambda_1c025fab119a2cfd55026f7f1a9a9e1a> >","Concurrency::task<void>::task<void><<lambda_1c025fab119a2cfd55026f7f1a9a9e1a> >",4,0,0.02,0.00,
"Caller","Concurrency::task<void>::task<void><<lambda_1c025fab119a2cfd55026f7f1a9a9e1a> >","Concurrency::create_task<<lambda_1c025fab119a2cfd55026f7f1a9a9e1a> >",4,0,0.02,0.00,
"Callee","Concurrency::task<void>::task<void><<lambda_1c025fab119a2cfd55026f7f1a9a9e1a> >","Concurrency::details::_Task_impl_base::_ScheduleTask",3,0,0.02,0.00,
"Callee","Concurrency::task<void>::task<void><<lambda_1c025fab119a2cfd55026f7f1a9a9e1a> >","operator new",1,0,0.01,0.00,
"Root","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >",3,0,0.02,0.00,
"Caller","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >","Concurrency::create_task<<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >",3,0,0.02,0.00,
"Callee","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >","Concurrency::details::_Task_impl_base::_ScheduleTask",1,0,0.01,0.00,
"Callee","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >","Concurrency::task<unsigned char>::_CreateImpl",1,0,0.01,0.00,
"Callee","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >","operator new",1,0,0.01,0.00,
"Root","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >",9,1,0.05,0.01,
"Caller","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >","Concurrency::create_task<<lambda_550df6c48817ce6ec49393f9f99350ae> >",9,1,0.05,0.01,
"Callee","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >","[msvcp140.dll]",1,1,0.01,0.01,
"Callee","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >","Concurrency::details::_Task_impl_base::_ScheduleTask",4,0,0.02,0.00,
"Callee","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >","Concurrency::task<unsigned char>::_CreateImpl",2,1,0.01,0.01,
"Callee","Concurrency::task<void>::task<void><<lambda_550df6c48817ce6ec49393f9f99350ae> >","std::vector<void *,std::allocator<void *> >::vector<void *,std::allocator<void *> >",1,1,0.01,0.01,
"Root","derivatives::cpu_cap_floor","derivatives::cpu_cap_floor",186,0,1.01,0.00,
"Caller","derivatives::cpu_cap_floor","main",186,0,1.01,0.00,
"Callee","derivatives::cpu_cap_floor","multi_map<double,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *>",182,1,0.99,0.01,
"Callee","derivatives::cpu_cap_floor","rand_tools::rand01_skip_ahead",4,0,0.02,0.00,
"Root","derivatives::cpu_swaption","derivatives::cpu_swaption",235,0,1.27,0.00,
"Caller","derivatives::cpu_swaption","main",235,0,1.27,0.00,
"Callee","derivatives::cpu_swaption","multi_map<double,unsigned int,double *,double *,double,double,double,unsigned int,double *>",34,0,0.18,0.00,
"Callee","derivatives::cpu_swaption","multi_map<double,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *>",198,0,1.07,0.00,
"Callee","derivatives::cpu_swaption","rand_tools::rand01_skip_ahead",3,0,0.02,0.00,
"Root","LIBOR_model::y","LIBOR_model::y","10,527",11,57.02,0.06,
"Caller","LIBOR_model::y","_dsc_op_pay_off","3,577",2,19.38,0.01,
"Caller","LIBOR_model::y","_swaption_pay_off","6,950",9,37.65,0.05,
"Callee","LIBOR_model::y","[ucrtbase.dll]",5,5,0.03,0.03,
"Callee","LIBOR_model::y","OIS_model::_A_","10,494","10,484",56.84,56.79,
"Callee","LIBOR_model::y","rand_tools::rand01",17,17,0.09,0.09,
"Root","main","main",421,0,2.28,0.00,
"Caller","main","__scrt_common_main_seh",421,0,2.28,0.00,
"Callee","main","derivatives::cpu_cap_floor",186,0,1.01,0.00,
"Callee","main","derivatives::cpu_swaption",235,0,1.27,0.00,
"Root","multi_map<double,unsigned int,double *,double *,double,double,double,unsigned int,double *>","multi_map<double,unsigned int,double *,double *,double,double,double,unsigned int,double *>",34,0,0.18,0.00,
"Caller","multi_map<double,unsigned int,double *,double *,double,double,double,unsigned int,double *>","derivatives::cpu_swaption",34,0,0.18,0.00,
"Callee","multi_map<double,unsigned int,double *,double *,double,double,double,unsigned int,double *>","std::_State_manager<int>::wait_for<__int64,std::ratio<1,1000> >",29,0,0.16,0.00,
"Callee","multi_map<double,unsigned int,double *,double *,double,double,double,unsigned int,double *>","std::_Task_async_state<void>::`scalar deleting destructor'",2,0,0.01,0.00,
"Callee","multi_map<double,unsigned int,double *,double *,double,double,double,unsigned int,double *>","std::async<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,double,double,double,unsigned int,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,double &,double &,double &,unsigned int &,double * &>",3,0,0.02,0.00,
"Root","multi_map<double,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *>","multi_map<double,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *>",198,0,1.07,0.00,
"Caller","multi_map<double,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *>","derivatives::cpu_swaption",198,0,1.07,0.00,
"Callee","multi_map<double,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *>","std::_State_manager<int>::wait_for<__int64,std::ratio<1,1000> >",147,1,0.80,0.01,
"Callee","multi_map<double,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *>","std::_Task_async_state<void>::`scalar deleting destructor'",42,0,0.23,0.00,
"Callee","multi_map<double,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *>","std::async<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,unsigned int &,double &,enum derivatives::OptionType &,double &,double &,double * &>",9,0,0.05,0.00,
"Root","multi_map<double,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *>","multi_map<double,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *>",182,1,0.99,0.01,
"Caller","multi_map<double,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *>","derivatives::cpu_cap_floor",182,1,0.99,0.01,
"Callee","multi_map<double,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *>","std::_State_manager<int>::wait_for<__int64,std::ratio<1,1000> >",144,0,0.78,0.00,
"Callee","multi_map<double,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *>","std::_Task_async_state<void>::`scalar deleting destructor'",29,0,0.16,0.00,
"Callee","multi_map<double,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *>","std::async<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *),double * &,unsigned __int64 &,unsigned int &,double &,double &,enum derivatives::OptionType &,double &,double &,unsigned int &,double &,double * &>",8,0,0.04,0.00,
"Root","OIS_model::_A_","OIS_model::_A_","17,745","17,733",96.12,96.06,
"Caller","OIS_model::_A_","LIBOR_model::y","10,494","10,484",56.84,56.79,
"Caller","OIS_model::_A_","OIS_model::P","7,251","7,249",39.28,39.27,
"Callee","OIS_model::_A_","[ucrtbase.dll]",12,12,0.07,0.07,
"Root","OIS_model::P","OIS_model::P","7,259",5,39.32,0.03,
"Caller","OIS_model::P","_dsc_op_pay_off","3,675",2,19.91,0.01,
"Caller","OIS_model::P","_swaption_pay_off","3,584",3,19.41,0.02,
"Callee","OIS_model::P","[ucrtbase.dll]",3,3,0.02,0.02,
"Callee","OIS_model::P","OIS_model::_A_","7,251","7,249",39.28,39.27,
"Root","operator new","operator new",9,1,0.05,0.01,
"Caller","operator new","Concurrency::details::_DefaultPPLTaskScheduler::schedule",2,1,0.01,0.01,
"Caller","operator new","Concurrency::task<unsigned char>::_CreateImpl",1,0,0.01,0.00,
"Caller","operator new","Concurrency::task<void>::task<void><<lambda_1c025fab119a2cfd55026f7f1a9a9e1a> >",1,0,0.01,0.00,
"Caller","operator new","Concurrency::task<void>::task<void><<lambda_30beb90ccf03f2d3b18357c0d69a2f78> >",1,0,0.01,0.00,
"Caller","operator new","std::_Global_new<std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>,<lambda_052e919cc0e5399df76dff3972c0cac1> >",1,0,0.01,0.00,
"Caller","operator new","std::_Global_new<std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *),double * &,unsigned __int64 &,unsigned int &,double &,double &,enum derivatives::OptionType &,double &,double &,unsigned int &,double &,double * &>,void>,std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double,double,enum derivatives::OptionType,double,double,unsigned int,double,double *),double * &,unsigned __int64 &,unsigned int &,double &,double &,enum derivatives::OptionType &,double &,double &,unsigned int &,double &,double * &> >",3,0,0.02,0.00,
"Callee","operator new","[ucrtbase.dll]",8,1,0.04,0.01,
"Root","pow_scalar","pow_scalar",5,5,0.03,0.03,
"Caller","pow_scalar","__sse2_pow2",5,5,0.03,0.03,
"Root","rand_tools::rand01","rand_tools::rand01",146,146,0.79,0.79,
"Caller","rand_tools::rand01","LIBOR_model::y",17,17,0.09,0.09,
"Caller","rand_tools::rand01","rand_tools::randn",129,129,0.70,0.70,
"Root","rand_tools::rand01_skip_ahead","rand_tools::rand01_skip_ahead",7,0,0.04,0.00,
"Caller","rand_tools::rand01_skip_ahead","derivatives::cpu_cap_floor",4,0,0.02,0.00,
"Caller","rand_tools::rand01_skip_ahead","derivatives::cpu_swaption",3,0,0.02,0.00,
"Callee","rand_tools::rand01_skip_ahead","arma::eop_core<arma::eop_pow>::apply<arma::Mat<int>,arma::Mat<int> >",6,0,0.03,0.00,
"Callee","rand_tools::rand01_skip_ahead","arma::glue_times::apply<int,0,0,0,arma::Mat<int>,arma::Col<int> >",1,0,0.01,0.00,
"Root","rand_tools::randn","rand_tools::randn",177,44,0.96,0.24,
"Caller","rand_tools::randn","_dsc_op_pay_off",11,6,0.06,0.03,
"Caller","rand_tools::randn","_one_sim",166,38,0.90,0.21,
"Callee","rand_tools::randn","[ucrtbase.dll]",4,4,0.02,0.02,
"Callee","rand_tools::randn","rand_tools::rand01",129,129,0.70,0.70,
"Root","std::_Associated_state<int>::_Do_notify","std::_Associated_state<int>::_Do_notify",9,1,0.05,0.01,
"Caller","std::_Associated_state<int>::_Do_notify","std::_Packaged_state<void __cdecl(void)>::_Call_immediate",9,1,0.05,0.01,
"Callee","std::_Associated_state<int>::_Do_notify","[msvcp140.dll]",8,1,0.04,0.01,
"Root","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this",4,0,0.02,0.00,
"Caller","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_1c025fab119a2cfd55026f7f1a9a9e1a>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke",1,0,0.01,0.00,
"Caller","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_30beb90ccf03f2d3b18357c0d69a2f78>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke",2,0,0.01,0.00,
"Caller","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_550df6c48817ce6ec49393f9f99350ae>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke",1,0,0.01,0.00,
"Callee","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this","[ucrtbase.dll]",3,0,0.02,0.00,
"Callee","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this","std::_Func_impl_no_alloc<<lambda_713ee8bbd6b08550d59c52695cab5ce3>,void>::_Delete_this",1,1,0.01,0.01,
"Root","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Do_call","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Do_call","17,995",0,97.48,0.00,
"Caller","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Do_call","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_1c025fab119a2cfd55026f7f1a9a9e1a>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke","7,274",0,39.40,0.00,
"Caller","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Do_call","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_30beb90ccf03f2d3b18357c0d69a2f78>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke",175,0,0.95,0.00,
"Caller","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Do_call","Concurrency::details::_PPLTaskHandle<unsigned char,Concurrency::task<unsigned char>::_InitialTaskHandle<void,<lambda_550df6c48817ce6ec49393f9f99350ae>,Concurrency::details::_TypeSelectorNoAsync>,Concurrency::details::_TaskProcHandle>::invoke","10,546",0,57.13,0.00,
"Callee","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Do_call","std::_Packaged_state<void __cdecl(void)>::_Call_immediate","17,995",0,97.48,0.00,
"Root","std::_Func_impl_no_alloc<<lambda_713ee8bbd6b08550d59c52695cab5ce3>,void>::_Delete_this","std::_Func_impl_no_alloc<<lambda_713ee8bbd6b08550d59c52695cab5ce3>,void>::_Delete_this",1,1,0.01,0.01,
"Caller","std::_Func_impl_no_alloc<<lambda_713ee8bbd6b08550d59c52695cab5ce3>,void>::_Delete_this","std::_Func_impl_no_alloc<<lambda_052e919cc0e5399df76dff3972c0cac1>,unsigned char>::_Delete_this",1,1,0.01,0.01,
"Root","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,double,double,double,unsigned int,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,double &,double &,double &,unsigned int &,double * &>,void>::_Do_call","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,double,double,double,unsigned int,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,double &,double &,double &,unsigned int &,double * &>,void>::_Do_call",173,0,0.94,0.00,
"Caller","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,double,double,double,unsigned int,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,double &,double &,double &,unsigned int &,double * &>,void>::_Do_call","std::_Packaged_state<void __cdecl(void)>::_Call_immediate",173,0,0.94,0.00,
"Callee","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,double,double,double,unsigned int,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,double &,double &,double &,unsigned int &,double * &>,void>::_Do_call","_one_sim",173,7,0.94,0.04,
"Root","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,unsigned int &,double &,enum derivatives::OptionType &,double &,double &,double * &>,void>::_Do_call","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,unsigned int &,double &,enum derivatives::OptionType &,double &,double &,double * &>,void>::_Do_call","10,539",0,57.09,0.00,
"Caller","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,unsigned int &,double &,enum derivatives::OptionType &,double &,double &,double * &>,void>::_Do_call","std::_Packaged_state<void __cdecl(void)>::_Call_immediate","10,539",0,57.09,0.00,
"Callee","std::_Func_impl_no_alloc<std::_Fake_no_copy_callable_adapter<void (__cdecl*&)(double *,unsigned __int64,unsigned int,double *,double *,unsigned int,double,enum derivatives::OptionType,double,double,double *),double * &,unsigned __int64 &,unsigned int &,double * &,double * &,unsigned int &,double &,enum derivatives::OptionType &,double &,double &,double * &>,void>::_Do_call","_swaption_pay_off","10,539",2,57.09,0.01,
